,R,elneg,vdw,polar
0,2.0,0.024139,0.041716,0.042331
1,2.25,0.005312,0.008044,0.00853
2,2.5,0.128172,0.008536,0.077451
3,2.75,0.456381,0.042363,0.278949
4,3.0,0.155069,0.45315,0.181142
5,3.25,0.142185,0.457502,0.176037
6,3.5,0.242568,0.43093,0.31527
7,3.75,0.232312,0.178576,0.248338
8,4.0,0.191349,0.119892,0.212433
9,4.25,0.238999,0.124139,0.243186
10,4.5,0.327527,0.262542,0.351562
11,4.75,0.351437,0.193793,0.340287
12,5.0,0.308732,0.273715,0.286026
13,5.25,0.23571,0.305286,0.228098
14,5.5,0.048206,0.254019,0.086112
15,5.75,0.114482,0.080513,0.108706
16,6.0,0.152331,0.09167,0.160681
17,6.25,0.117222,0.053635,0.11808
18,6.5,0.119233,0.054231,0.105107
19,6.75,0.068239,0.052419,0.077077
20,7.0,0.055022,0.024957,0.044161
21,7.25,0.042236,0.094917,0.048483
22,7.5,0.059369,0.014608,0.039936
23,7.75,0.061049,0.079477,0.073195
24,8.0,0.024302,0.145533,0.051497
25,8.25,0.027255,0.034554,0.02901
26,8.5,0.00509,0.07044,0.015321
27,8.75,0.000509,0.000616,0.000408
28,9.0,0.014698,0.000978,0.008882
29,9.25,0.014571,0.00097,0.008804
30,9.5,0.001736,0.000116,0.001049
31,9.75,0.014282,0.000977,0.008638
32,10.0,0.009828,0.019123,0.011401
33,10.25,0.003049,0.025505,0.009326
34,10.5,0.006411,0.000494,0.003893
35,10.75,0.000986,6.6e-05,0.000596
36,11.0,0.0,0.0,0.0
37,11.25,0.0,0.0,0.0
38,11.5,0.0,0.0,0.0
39,11.75,0.0,0.0,0.0
40,12.0,0.0,0.0,0.0
41,12.25,0.0,0.0,0.0
42,12.5,0.0,0.0,0.0
43,12.75,0.0,0.0,0.0
44,13.0,0.0,0.0,0.0
45,13.25,0.0,0.0,0.0
46,13.5,0.0,0.0,0.0
47,13.75,0.0,0.0,0.0
48,14.0,0.0,0.0,0.0
49,14.25,0.0,0.0,0.0
50,14.5,0.0,0.0,0.0
51,14.75,0.0,0.0,0.0
52,15.0,0.0,0.0,0.0
