materialid,radius,elneg,vdw,polar
mvc-6176,2.0,0.095381,0.035609,0.119506
mvc-6176,2.25,0.152885,0.054631,0.184084
mvc-6176,2.5,0.005045,0.001661,0.005569
mvc-6176,2.75,0.055373,0.013861,0.032439
mvc-6176,3.0,0.21263,0.158892,0.14472
mvc-6176,3.25,0.172192,0.2185,0.143992
mvc-6176,3.5,0.06273,0.143131,0.083015
mvc-6176,3.75,0.135378,0.326141,0.213227
mvc-6176,4.0,0.108651,0.150923,0.15136
mvc-6176,4.25,0.085083,0.100412,0.072148
mvc-6176,4.5,0.044867,0.027772,0.034472
mvc-6176,4.75,0.026176,0.009952,0.030919
mvc-6176,5.0,0.099022,0.033197,0.115008
mvc-6176,5.25,0.137728,0.038115,0.106438
mvc-6176,5.5,0.223781,0.206673,0.166133
mvc-6176,5.75,0.043617,0.136437,0.058702
mvc-6176,6.0,0.025709,0.052455,0.037325
mvc-6176,6.25,0.10588,0.161701,0.103777
mvc-6176,6.5,0.11369,0.151246,0.122028
mvc-6176,6.75,0.125838,0.071603,0.151341
mvc-6176,7.0,0.088984,0.069021,0.077406
mvc-6176,7.25,0.029052,0.025495,0.026614
mvc-6176,7.5,0.020188,0.000809,0.010969
mvc-6176,7.75,0.034747,0.006291,0.029242
mvc-6176,8.0,0.140631,0.040857,0.149539
mvc-6176,8.25,0.174372,0.112821,0.142077
mvc-6176,8.5,0.136501,0.188131,0.127781
mvc-6176,8.75,0.037379,0.05288,0.038078
mvc-6176,9.0,0.01568,0.039653,0.021572
mvc-6176,9.25,0.047314,0.111055,0.054966
mvc-6176,9.5,0.098309,0.164453,0.10616
mvc-6176,9.75,0.167699,0.214338,0.201901
mvc-6176,10.0,0.111478,0.085394,0.108958
mvc-6176,10.25,0.047437,0.090729,0.053745
mvc-6176,10.5,0.046337,0.014641,0.028147
mvc-6176,10.75,0.012521,0.002066,0.009993
mvc-6176,11.0,0.035386,0.011006,0.038567
mvc-6176,11.25,0.171623,0.090869,0.161928
mvc-6176,11.5,0.16924,0.148736,0.149759
mvc-6176,11.75,0.034687,0.033251,0.031203
mvc-6176,12.0,0.009521,0.005784,0.011215
mvc-6176,12.25,0.00779,0.027447,0.01329
mvc-6176,12.5,0.034953,0.043907,0.028348
mvc-6176,12.75,0.070603,0.084993,0.073358
mvc-6176,13.0,0.087623,0.058937,0.090321
mvc-6176,13.25,0.042093,0.014838,0.036344
mvc-6176,13.5,0.011671,0.002132,0.009695
mvc-6176,13.75,0.004246,8.3e-05,0.002166
mvc-6176,14.0,0.000266,0.00019,0.000177
mvc-6176,14.25,0.026976,0.024317,0.019288
mvc-6176,14.5,0.032868,0.085564,0.039218
mvc-6176,14.75,0.013368,0.053288,0.023845
mvc-6176,15.0,0.006801,0.003112,0.007927
