materialid,radius,elneg,vdw,polar
mvc-5121,2.0,0.036698,0.028894,0.051884
mvc-5121,2.25,0.188085,0.099869,0.239202
mvc-5121,2.5,0.122825,0.052699,0.149236
mvc-5121,2.75,0.027251,0.003178,0.017157
mvc-5121,3.0,0.179472,0.013223,0.088477
mvc-5121,3.25,0.268907,0.284499,0.184748
mvc-5121,3.5,0.155821,0.178727,0.127122
mvc-5121,3.75,0.081273,0.153674,0.104536
mvc-5121,4.0,0.214346,0.575248,0.360661
mvc-5121,4.25,0.174793,0.222851,0.202579
mvc-5121,4.5,0.065005,0.031151,0.061339
mvc-5121,4.75,0.055144,0.00202,0.028072
mvc-5121,5.0,0.050901,0.014158,0.047793
mvc-5121,5.25,0.090681,0.042509,0.105486
mvc-5121,5.5,0.145676,0.109654,0.152782
mvc-5121,5.75,0.258208,0.136319,0.174197
mvc-5121,6.0,0.115748,0.179867,0.106801
mvc-5121,6.25,0.072321,0.198023,0.101527
mvc-5121,6.5,0.048896,0.077641,0.049295
mvc-5121,6.75,0.15009,0.240231,0.154878
mvc-5121,7.0,0.154374,0.125254,0.175312
mvc-5121,7.25,0.156745,0.076036,0.159715
mvc-5121,7.5,0.103302,0.072235,0.094472
mvc-5121,7.75,0.040618,0.049895,0.033103
mvc-5121,8.0,0.022103,0.00279,0.011594
mvc-5121,8.25,0.039558,0.017933,0.040713
mvc-5121,8.5,0.147308,0.070046,0.137859
mvc-5121,8.75,0.198559,0.137834,0.186749
mvc-5121,9.0,0.090962,0.084278,0.07766
mvc-5121,9.25,0.078144,0.142474,0.085898
mvc-5121,9.5,0.017876,0.018452,0.01482
mvc-5121,9.75,0.023153,0.000811,0.011316
mvc-5121,10.0,0.046019,0.043427,0.032995
mvc-5121,10.25,0.094133,0.138015,0.10479
mvc-5121,10.5,0.102174,0.192067,0.140982
mvc-5121,10.75,0.040681,0.054483,0.054088
mvc-5121,11.0,0.010921,0.00398,0.009922
mvc-5121,11.25,0.017272,0.000427,0.008404
mvc-5121,11.5,0.000523,1.3e-05,0.000254
mvc-5121,11.75,0.000278,7e-06,0.000135
mvc-5121,12.0,0.034373,0.000934,0.016745
mvc-5121,12.25,0.030286,0.029068,0.025412
mvc-5121,12.5,0.017705,0.078315,0.03602
mvc-5121,12.75,0.01838,0.014791,0.0242
mvc-5121,13.0,0.004153,0.001795,0.005054
mvc-5121,13.25,6e-06,2e-06,7e-06
mvc-5121,13.5,0.0,0.0,0.0
mvc-5121,13.75,0.0,0.0,0.0
mvc-5121,14.0,0.000313,8e-06,0.000152
mvc-5121,14.25,0.007582,0.000184,0.003685
mvc-5121,14.5,0.000354,9e-06,0.000172
mvc-5121,14.75,0.0,0.0,0.0
mvc-5121,15.0,0.0,0.0,0.0
