materialid,radius,elneg,vdw,polar
mp-675435,2.0,0.0,0.0,0.0
mp-675435,2.25,0.000698,0.000586,0.000717
mp-675435,2.5,0.266272,0.272792,0.280555
mp-675435,2.75,0.484228,0.63941,0.52836
mp-675435,3.0,0.040687,0.050477,0.047863
mp-675435,3.25,0.041815,0.10356,0.0637
mp-675435,3.5,0.089802,0.072806,0.08037
mp-675435,3.75,0.481862,0.286869,0.397235
mp-675435,4.0,0.218216,0.128518,0.185359
mp-675435,4.25,0.054017,0.048565,0.053741
mp-675435,4.5,0.306393,0.219476,0.290358
mp-675435,4.75,0.184456,0.166375,0.184621
mp-675435,5.0,0.256336,0.381756,0.295755
mp-675435,5.25,0.082523,0.07277,0.084758
mp-675435,5.5,0.025716,0.023618,0.026158
mp-675435,5.75,0.057839,0.048837,0.055455
mp-675435,6.0,0.11359,0.110605,0.12231
mp-675435,6.25,0.154712,0.195764,0.177592
mp-675435,6.5,0.22644,0.220098,0.221235
mp-675435,6.75,0.078997,0.069843,0.072421
mp-675435,7.0,0.147873,0.164369,0.140633
mp-675435,7.25,0.050023,0.058359,0.053541
mp-675435,7.5,0.100195,0.106001,0.102518
mp-675435,7.75,0.028318,0.037209,0.029891
mp-675435,8.0,0.045038,0.042358,0.042547
mp-675435,8.25,0.066121,0.059264,0.065137
mp-675435,8.5,0.100104,0.154767,0.113384
mp-675435,8.75,0.066415,0.071322,0.064946
mp-675435,9.0,0.021032,0.014481,0.018063
mp-675435,9.25,0.000105,3.7e-05,8.1e-05
mp-675435,9.5,0.026398,0.008936,0.021303
mp-675435,9.75,0.052629,0.015302,0.040711
mp-675435,10.0,0.023029,0.004802,0.016489
mp-675435,10.25,0.006981,0.001453,0.004996
mp-675435,10.5,0.000912,0.000671,0.000878
mp-675435,10.75,0.022071,0.016479,0.02134
mp-675435,11.0,0.024464,0.049313,0.031897
mp-675435,11.25,0.006149,0.021606,0.010464
mp-675435,11.5,9e-06,3.2e-05,1.5e-05
mp-675435,11.75,0.0,0.0,0.0
mp-675435,12.0,0.001341,0.000994,0.001295
mp-675435,12.25,0.03704,0.032216,0.037024
mp-675435,12.5,0.009093,0.027093,0.014183
mp-675435,12.75,5.9e-05,0.00021,0.000101
mp-675435,13.0,0.0,0.0,0.0
mp-675435,13.25,0.0,0.0,0.0
mp-675435,13.5,0.0,0.0,0.0
mp-675435,13.75,0.0,0.0,0.0
mp-675435,14.0,0.0,0.0,0.0
mp-675435,14.25,0.0,0.0,0.0
mp-675435,14.5,0.0,0.0,0.0
mp-675435,14.75,0.0,0.0,0.0
mp-675435,15.0,0.0,0.0,0.0
